isTripleDecreaseIfGrowthStrictOverallLocalMiddle,State<:waits&State<:holds,CF5,1
isTripleDecreaseIfGrowthStrictOverallLocalMiddle,State<:waits&State<:holds,EXCF4N,1
isTripleDecreaseIfGrowthStrictOverallLocalMiddle,State<:waits&State<:holds,EXCF4Y,1
isTripleDecreaseIfGrowthStrictOverallLocalMiddle,State<:waits&State<:holds,U,1
isTripleEmptyStartTMP,State<:holds,CF4,1
isTripleEmptyStartTMP,State<:holds,CF4ANT,1
isTripleEmptyStartTMP,State<:holds,CF4NOTU,1
isTripleEmptyStartTMP,State<:holds,CF4U,1
isTripleEmptyStartTMP,State<:holds,CF5,1
isTripleEmptyStartTMP,State<:holds,EXCF4N,1
isTripleEmptyStartTMP,State<:holds,EXCF4Y,1
isTripleEmptyStartTMP,State<:holds,U,1
isTripleEmptyStartTMP,State<:holds-State<:waits,CF4,1
isTripleEmptyStartTMP,State<:holds-State<:waits,CF4ANT,1
isTripleEmptyStartTMP,State<:holds-State<:waits,CF4NOTU,1
isTripleEmptyStartTMP,State<:holds-State<:waits,CF4U,1
isTripleEmptyStartTMP,State<:holds-State<:waits,CF5,1
isTripleEmptyStartTMP,State<:holds-State<:waits,EXCF4N,1
isTripleEmptyStartTMP,State<:holds-State<:waits,EXCF4Y,1
isTripleEmptyStartTMP,State<:holds-State<:waits,U,1
isTripleEmptyStartTMP,State<:holds+State<:waits,CF4,1
isTripleEmptyStartTMP,State<:holds+State<:waits,CF4ANT,1
isTripleEmptyStartTMP,State<:holds+State<:waits,CF4NOTU,1
isTripleEmptyStartTMP,State<:holds+State<:waits,CF4U,1
isTripleEmptyStartTMP,State<:holds+State<:waits,CF5,1
isTripleEmptyStartTMP,State<:holds+State<:waits,EXCF4N,1
isTripleEmptyStartTMP,State<:holds+State<:waits,EXCF4Y,1
isTripleEmptyStartTMP,State<:holds+State<:waits,U,1
isTripleEmptyStartTMP,State<:waits,CF4,1
isTripleEmptyStartTMP,State<:waits,CF4ANT,1
isTripleEmptyStartTMP,State<:waits,CF4NOTU,1
isTripleEmptyStartTMP,State<:waits,CF4U,1
isTripleEmptyStartTMP,State<:waits,CF5,1
isTripleEmptyStartTMP,State<:waits,EXCF4N,1
isTripleEmptyStartTMP,State<:waits,EXCF4Y,1
isTripleEmptyStartTMP,State<:waits,U,1
isTripleEmptyStartTMP,State<:waits-State<:holds,CF4,1
isTripleEmptyStartTMP,State<:waits-State<:holds,CF4ANT,1
isTripleEmptyStartTMP,State<:waits-State<:holds,CF4NOTU,1
isTripleEmptyStartTMP,State<:waits-State<:holds,CF4U,1
isTripleEmptyStartTMP,State<:waits-State<:holds,CF5,1
isTripleEmptyStartTMP,State<:waits-State<:holds,EXCF4N,1
isTripleEmptyStartTMP,State<:waits-State<:holds,EXCF4Y,1
isTripleEmptyStartTMP,State<:waits-State<:holds,U,1
isTripleEmptyStartTMP,State<:waits&State<:holds,CF4,1
isTripleEmptyStartTMP,State<:waits&State<:holds,CF4ANT,-1
isTripleEmptyStartTMP,State<:waits&State<:holds,CF4NOTU,-1
isTripleEmptyStartTMP,State<:waits&State<:holds,CF4U,1
isTripleEmptyStartTMP,State<:waits&State<:holds,CF5,1
isTripleEmptyStartTMP,State<:waits&State<:holds,EXCF4N,1
isTripleEmptyStartTMP,State<:waits&State<:holds,EXCF4Y,1
isTripleEmptyStartTMP,State<:waits&State<:holds,U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,CF4,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,CF4ANT,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,CF4NOTU,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,CF4U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,CF5,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,EXCF4N,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,EXCF4Y,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds,U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,CF4,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,CF4ANT,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,CF4NOTU,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,CF4U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,CF5,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,EXCF4N,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,EXCF4Y,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds-State<:waits,U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,CF4,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,CF4ANT,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,CF4NOTU,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,CF4U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,CF5,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,EXCF4N,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,EXCF4Y,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:holds+State<:waits,U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,CF4,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,CF4ANT,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,CF4NOTU,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,CF4U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,CF5,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,EXCF4N,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,EXCF4Y,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits,U,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits-State<:holds,CF4,1
isTripleGrowthOverallFromEMPTYGlobalMiddleSingltonTMP,State<:waits-State<:holds,CF4ANT,1
